,수주번호,거래처코드,제품코드,"영업등록구분(계획, 추가)",수주량,수주단가,수주금액,수주예정일자,수주일자,납기예정일자,납기일자,생산계획확정여부,자재계획확정여부,판매수량,진행현황,적재창고위치,적재창고위치명,긴급여부,비고
876,HR1521032450,2003600,PEMA053046500,계획,5000,1876,9380000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,5000,완료,20000,태안,N,
877,HR1521032453,2003700,PEMA013126700,계획,5000,1877,9385000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,5000,완료,20000,태안,N,
878,PCM221032420,2003800,PEMA043031800,계획,7000,1878,13146000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,7000,완료,20000,태안,N,
879,PCR321032405,2003900,PEMA013133000,계획,3000,1879,5637000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,3000,완료,20000,태안,N,
880,SR2021032411,2004000,PEMA013052200,계획,9000,1880,16920000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,9000,완료,20000,태안,N,
881,SR2021032442,2004100,PEMA023014200,계획,5000,1881,9405000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,5000,완료,20000,태안,N,
882,SR2021032454,2004104,PEMA033126700,계획,5000,1882,9410000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,5000,완료,20000,태안,N,
883,SR3F21032412,2004200,PEMA013072101,계획,10000,1883,18830000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,10000,완료,20000,태안,N,
884,SR5F21032417,2004300,PEMA063021700,계획,5000,1884,9420000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,5000,완료,20000,태안,N,
885,500F21032507,2004400,PEMA023058600,계획,10000,1885,18850000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
886,500F21032507,2004500,PEMA023058600,계획,10000,1886,18860000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
887,CR1021032533,2004600,PEMA023123000,계획,10000,1887,18870000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
888,CSA521032509,2004700,PEMA023035314,계획,7000,1888,13216000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
889,CSA521032512,2004800,PEMA93060000,계획,17000,1889,32113000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,17000,완료,20000,태안,N,
890,CSA521032513,2004901,PEMA003039101,계획,10000,1890,18900000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
891,CSA521032530,2005000,PEMA033023004,계획,7000,1891,13237000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
892,CSA521032532,2005100,PEMA023038000,계획,7000,1892,13244000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
893,CSA521032534,2005200,PEMA033035303,계획,5000,1893,9465000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
894,HR1021032511,2005300,PEMA013017400,계획,5000,1894,9470000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
895,HR1021032517,2005400,PEMA033030002,계획,10000,1895,18950000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
896,HR1021032520,2005500,PEMA023005600,계획,5000,1896,9480000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
897,HR1021032521,2005600,PEMA023011300,계획,10000,1897,18970000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
898,HR1021032527,2005700,PEMA013087700,계획,10000,1898,18980000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
899,HR1021032528,2005800,PEMA013124800,계획,5000,1899,9495000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
900,HR1021032529,2005900,PEMA033046500,계획,10000,1900,19000000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
901,HR1021032531,2006000,PEMA013026702,계획,8000,1901,15208000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,8000,완료,20000,태안,N,
902,HR1021032535,2006100,PEMA013031800,계획,10000,1902,19020000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
903,HR1021032536,2006200,PEMA013022400,계획,8050,1903,15319150,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,8050,완료,20000,태안,N,
904,HR1021032537,2006300,PEMA013060100,계획,10000,1904,19040000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
905,HR1021032538,2006400,PEMA013130800,계획,7000,1905,13335000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
906,HR1021032542,2006500,PEMA353048300,계획,7000,1906,13342000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
907,HR1021032543,2006600,PEMA033041500,계획,10000,1907,19070000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
908,HR1021032545,2006606,PEMA043041502,계획,8000,1908,15264000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,8000,완료,20000,태안,N,
909,HR1521032515,2006609,PEMA033006900,계획,10000,1909,19090000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
910,HR1521032516,2006612,PEMA033006900,계획,10000,1910,19100000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
911,HR1521032525,2006700,PEMA043023001,계획,5000,1911,9555000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
912,HR1521032526,2006800,PEMA143057600,계획,10000,1912,19120000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
913,HR1521032539,2006900,PEMA023104400,계획,10000,1913,19130000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
914,HR1521032541,2007000,PEMA053901700,계획,10000,1914,19140000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
915,PCM221032449,2007100,PEMA033058615,계획,6000,1915,11490000,2021-03-24,2021-03-24,2021-03-27,2021-03-27,Y,Y,6000,완료,20000,태안,N,
916,PR1021032508,2007200,PEMA013901520,계획,20000,1916,38320000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,20000,완료,20000,태안,N,
917,SN4021032523,2007302,TSN4012020803,계획,10000,1917,19170000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
918,SN4021032524,2007400,TSN4012006104,계획,10000,1918,19180000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
919,SR2021032510,2007500,PEMA033049301,계획,5000,1919,9595000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
920,SR2021032514,2007600,PEMA023041301,계획,5000,1920,9600000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
921,SR2021032522,2007700,PEMA043005600,계획,5000,1921,9605000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,5000,완료,20000,태안,N,
922,SR2A21032540,2007800,PEMA043043200,계획,7000,1922,13454000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
923,SR3F21032507,2001102,PEMA013042200,계획,7000,1923,13461000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,7000,완료,20000,태안,N,
924,SR3F21032518,2001200,PEMA043128800,계획,10000,1924,19240000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
925,CSA521032611,2001300,PEMA013020300,계획,10000,1925,19250000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
926,CSA521032612,2001400,PEMA013111300,계획,10000,1926,19260000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
927,HR1021032609,2001500,PEMA033088300,계획,7000,1927,13489000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,7000,완료,20000,태안,N,
928,HR1021032610,2001600,PEMA033088300,계획,10000,1928,19280000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
929,HR1021032613,2001700,PEMA033063700,계획,5000,1929,9645000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,5000,완료,20000,태안,N,
930,HR1021032615,2001800,PEMA013036500,계획,1500,1930,2895000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,1500,완료,20000,태안,N,
931,HR1021032616,2002000,PEMA013105210,계획,9000,1931,17379000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,9000,완료,20000,태안,N,
932,HR1021032617,2002100,PEMA033041500,계획,10000,1932,19320000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
933,HR1521032519,2002200,PEMA013120100,계획,10000,1933,19330000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,10000,완료,20000,태안,N,
934,SN4021032618,2002300,TSN4012006108,계획,10000,1934,19340000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
935,SR2021032544,2002400,PEMA043062000,계획,6000,1935,11610000,2021-03-25,2021-03-25,2021-03-28,2021-03-28,Y,Y,6000,완료,20000,태안,N,
936,SR3F21032614,2002500,PEMA033007400,계획,5000,1936,9680000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,5000,완료,20000,태안,N,
937,580F21032824,2002600,PEMA013107101,계획,15000,1937,29055000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,15000,완료,20000,태안,N,
938,CSA521032807,2002700,PEMA013072700,계획,10000,1938,19380000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
939,CSA521032808,2002800,PEMA023024101,계획,10000,1939,19390000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
940,CSA521032811,2002900,PEMA033003100,계획,10000,1940,19400000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
941,CSA521032812,2003000,PEMA043040601,계획,10000,1941,19410000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
942,CSA521032816,2003100,PEMA013023500,계획,10000,1942,19420000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
943,HR1021032802,2003200,PEMA013015900,계획,10000,1943,19430000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
944,HR1021032803,2003300,PEMA013035303,계획,5000,1944,9720000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,5000,완료,20000,태안,N,
945,HR1021032815,2003400,PEMA023069403,계획,5000,1945,9725000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,5000,완료,20000,태안,N,
946,HR1021032817,2003500,PEMA013072100,계획,8000,1946,15568000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,8000,완료,20000,태안,N,
947,HR1021032819,2003600,PEMA013131100,계획,10000,1947,19470000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
948,HR1021032820,2003700,PEMA023056800,계획,10000,1948,19480000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
949,HR1021032822,2003800,PEMA013066700,계획,10000,1949,19490000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
950,HR1021032823,2003900,PEMA013035311,계획,6000,1950,11700000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,6000,완료,20000,태안,N,
951,HR1021032827,2004000,PEMA023024801,계획,8000,1951,15608000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,8000,완료,20000,태안,N,
952,HR1021032828,2004100,PEMA13031400,계획,10000,1952,19520000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
953,HR1521032813,2004104,PEMA043060400,계획,10000,1953,19530000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
954,PCM221032805,2004200,PEMA063061300,계획,5000,1954,9770000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,5000,완료,20000,태안,N,
955,PCMB21032806,2004300,PEMA073061300,계획,5000,1955,9775000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,5000,완료,20000,태안,N,
956,PR1021032818,2004400,PEMA013085800,계획,4000,1956,7824000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,4000,완료,20000,태안,N,
957,PR2021032821,2004500,PEMA023901510,계획,10000,1957,19570000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,10000,완료,20000,태안,N,
958,RR1021032801,2004600,PEMA023129801,계획,22000,1958,43076000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,22000,완료,20000,태안,N,
959,RR1021032801,2004700,PEMA023129801,계획,3000,1959,5877000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,3000,완료,20000,태안,N,
960,SP1021032825,2004800,PEMA013125900,계획,1000,1960,1960000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,1000,완료,20000,태안,N,
961,SP1021032826,2004901,PEMA013125900,계획,1000,1961,1961000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,1000,완료,20000,태안,N,
962,SR2021032814,2005000,PEMA043062007,계획,7000,1962,13734000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,7000,완료,20000,태안,N,
963,SR3F21032608,2005100,PEMA053006900,계획,10000,1963,19630000,2021-03-26,2021-03-26,2021-03-29,2021-03-29,Y,Y,10000,완료,20000,태안,N,
964,SR3F21032809,2005200,PEMA023117000,계획,500,1964,982000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,500,완료,20000,태안,N,
965,SR3F21032810,2005300,PEMA023117000,계획,4500,1965,8842500,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,4500,완료,20000,태안,N,
966,500F21032903,2005400,PEMA023058600,계획,20000,1966,39320000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,20000,완료,20000,태안,N,
967,580F21032904,2005500,PEMA033103000,계획,15000,1967,29505000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,15000,완료,20000,태안,N,
968,580F21032916,2005600,PEMA023098200,계획,20000,1968,39360000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,20000,완료,20000,태안,N,
969,580F21032926,2005700,PEMA013099150,계획,20000,1969,39380000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,20000,완료,20000,태안,N,
970,580F21032943,2005800,PEMA033040000,계획,20000,1970,39400000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,20000,완료,20000,태안,N,
971,AE21032951,2005900,SSA013035303,계획,2000,1971,3942000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,2000,완료,20000,태안,N,
972,AE21032952,2006000,SSA013035307,계획,1000,1972,1972000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,1000,완료,20000,태안,N,
973,AE21032953,2006100,SSA013035309,계획,1000,1973,1973000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,1000,완료,20000,태안,N,
974,AE21032954,2006200,SSA073046500,계획,1000,1974,1974000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,1000,완료,20000,태안,N,
975,CSA421032935,2006300,PEMA013046500,계획,10000,1975,19750000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
976,CSA521032901,2006400,PEMA023001000,계획,7000,1976,13832000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
977,CSA521032922,2006500,PEMA043015600,계획,5000,1977,9885000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
978,CSA521032927,2006600,PEMA023001000,계획,7000,1978,13846000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
979,CSA521032940,2006606,PEMA033035303,계획,5000,1979,9895000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
980,CSA521032941,2006609,PEMA033035307,계획,8000,1980,15840000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,8000,완료,20000,태안,N,
981,CSA521032942,2006612,PEMA033035309,계획,7000,1981,13867000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
982,CSA521032946,2006700,PEMA033114500,계획,7000,1982,13874000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
983,CSA521032947,2006800,PEMA043099300,계획,5000,1983,9915000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
984,CSA521032947,2006900,PEMA043099300,계획,5000,1984,9920000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
985,HR1021032804,2007000,PEMA013055600,계획,3000,1985,5955000,2021-03-28,2021-03-28,2021-03-31,2021-03-31,Y,Y,3000,완료,20000,태안,N,
986,HR1021032902,2007100,PEMA013041507,계획,7000,1986,13902000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
987,HR1021032912,2007200,PEMA013117801,계획,7000,1987,13909000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
988,HR1021032913,2007302,PEMA013122400,계획,8000,1988,15904000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,8000,완료,20000,태안,N,
989,HR1021032914,2007400,PEMA013122400,계획,8000,1989,15912000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,8000,완료,20000,태안,N,
990,HR1021032917,2007500,PEMA023100800,계획,10000,1990,19900000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
991,HR1021032920,2007600,PEMA033028900,계획,10000,1991,19910000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
992,HR1021032921,2007700,PEMA033063700,계획,5000,1992,9960000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
993,HR1021032924,2007800,PEMA013085100,계획,10000,1993,19930000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
994,HR1021032929,2001102,PEMA043101200,계획,10000,1994,19940000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
995,HR1021032934,2001200,PEMA013040601,계획,10000,1995,19950000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
996,HR1021032936,2001300,PEMA013060100,계획,10000,1996,19960000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
997,HR1021032939,2001400,PEMA013132400,계획,8000,1997,15976000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,8000,완료,20000,태안,N,
998,HR1021032945,2001500,PEMA033046500,계획,10000,1998,19980000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
999,HR1021032950,2001600,PEMA063041501,계획,5000,1999,9995000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1000,HR1021032955,2001700,PEMA013030401,계획,8000,2000,16000000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,8000,완료,20000,태안,N,
1001,HR1521032915,2001800,PEMA023078017,계획,10000,2001,20010000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
1002,HR1521032918,2002000,PEMA023114700,계획,5000,2002,10010000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1003,HR1521032923,2002100,PEMA033014200,계획,10000,2003,20030000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
1004,HR1521032937,2002200,PEMA013071300,계획,5000,2004,10020000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1005,PR1021032910,2002300,PEMA013033302,계획,15000,2005,30075000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,15000,완료,20000,태안,N,
1006,PR2021032925,2002400,PEMA023024804,계획,10000,2006,20060000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,10000,완료,20000,태안,N,
1007,PR2021032938,2002500,PEMA013129803,계획,4000,2007,8028000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,4000,완료,20000,태안,N,
1008,SR2021032911,2002600,PEMA013116420,계획,5000,2008,10040000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1009,SR2A21032948,2002700,PEMA063023200,계획,5000,2009,10045000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1010,SR3F21032919,2002800,PEMA033015600,계획,5000,2010,10050000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,5000,완료,20000,태안,N,
1011,SR3F21032928,2002900,PEMA043001000,계획,7000,2011,14077000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,7000,완료,20000,태안,N,
1012,SR3F21032933,2003000,PEMA023035303,계획,6000,2012,12072000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,6000,완료,20000,태안,N,
1013,SR3F21032944,2003100,PEMA033041501,계획,3000,2013,6039000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,3000,완료,20000,태안,N,
1014,SR3F21032949,2003200,PEMA063031400,계획,6000,2014,12084000,2021-03-29,2021-03-29,2021-04-01,2021-04-01,Y,Y,6000,완료,20000,태안,N,
1015,500F21033008,2003300,PEMA023058600,계획,10000,2015,20150000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1016,500F21033008,2003400,PEMA023058600,계획,10000,2016,20160000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1017,580F21033009,2003500,PEMA043090700,계획,15000,2017,30255000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,15000,완료,20000,태안,N,
1018,580F21033035,2003600,PEMA023098200,계획,20000,2018,40360000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,20000,완료,20000,태안,N,
1019,AE21033026,2003700,SSA073046500,계획,1000,2019,2019000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,1000,완료,20000,태안,N,
1020,CSA521033010,2003800,PEMA063069401,계획,10000,2020,20200000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1021,CSA521033025,2003900,PEMA083017000,계획,13000,2021,26273000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,13000,완료,20000,태안,N,
1022,CSA521033028,2004000,PEMA013133400,계획,10000,2022,20220000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1023,CSA521033033,2004100,PEMA033035303,계획,9000,2023,18207000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,9000,완료,20000,태안,N,
1024,HR1021033005,2004104,PEMA023041503,계획,10000,2024,20240000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1025,HR1021033011,2004200,PEMA013080012,계획,10000,2025,20250000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1026,HR1021033012,2004300,PEMA013118500,계획,10000,2026,20260000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1027,HR1021033016,2004400,PEMA013002700,계획,10000,2027,20270000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1028,HR1021033017,2004500,PEMA013080600,계획,10000,2028,20280000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1029,HR1021033020,2004600,PEMA023109400,계획,5000,2029,10145000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,5000,완료,20000,태안,N,
1030,HR1021033022,2004700,PEMA013043200,계획,10000,2030,20300000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1031,HR1021033024,2004800,PEMA013106300,계획,10000,2031,20310000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1032,HR1021033027,2004901,PEMA013078001,계획,10000,2032,20320000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1033,HR1021033029,2005000,PEMA033046500,계획,5000,2033,10165000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,5000,완료,20000,태안,N,
1034,HR1021033031,2005100,PEMA033088300,계획,7000,2034,14238000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,7000,완료,20000,태안,N,
1035,HR1021033036,2005200,PEMA013039505,계획,7000,2035,14245000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,7000,완료,20000,태안,N,
1036,HR1021033037,2005300,PEMA023048506,계획,8000,2036,16288000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,8000,완료,20000,태안,N,
1037,HR1021033038,2005400,PEMA013108400,계획,7000,2037,14259000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,7000,완료,20000,태안,N,
1038,HR1521033007,2005500,PEMA013120100,계획,10000,2038,20380000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1039,HR1521033013,2005600,PEMA023068500,계획,10000,2039,20390000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1040,HR1521033014,2005700,PEMA023126700,계획,10000,2040,20400000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
1041,HR1521033015,2005800,PEMA413022500,계획,10000,2041,20410000,2021-03-30,2021-03-30,2021-04-02,2021-04-02,Y,Y,10000,완료,20000,태안,N,
