,원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
7487,SR16600,A,WO,20000,2021-04-01,CSA521040112,0,PEMA013090800,112,6,RA-300S,1,600.0,6.0,0,KG,,0.0,5.0,1,
7488,SR35224,A,WO,20000,2021-04-01,CSA521040112,0,PEMA013090800,112,4,WRE-770,18,1400.0,14.0,0,KG,,0.0,20.0,1,
7489,SR35903,A,WO,20000,2021-04-01,CSA521040112,0,PEMA013090800,112,7,PCA3000,10,300.0,3.0,0,KG,마지막투입,0.0,25.0,1,
7490,SR35904,A,WO,20000,2021-04-01,CSA521040112,0,PEMA013090800,112,5,Urea-20%,4,970.0,9.7,0,KG,,0.0,35.0,1,
7491,SR68222,A,WO,20000,2021-04-01,CSA521040112,0,PEMA013090800,112,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7492,SR11002,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,1,사용수,30,5104.0,63.8,0,KG,재활용수금지,40.0,45.0,1,
7493,SR13801,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,2,액상리그닌,3,4.0,0.05,0,KG,,0.0,0.0,1,
7494,SR16003,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,9,ACTICIDE-MVK,0,16.0,0.2,0,KG,,0.0,0.0,1,
7495,SR35224,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,4,WRE-770,18,1440.0,18.0,0,KG,,0.0,20.0,1,
7496,SR35500,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,6,PEMA-500FR,13,640.0,8.0,0,KG,,0.0,10.0,1,
7497,SR35556,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,5,PEMA-630XR,11,256.0,3.2,0,KG,,0.0,15.0,1,
7498,SR35903,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,8,PCA3000,10,320.0,4.0,0,KG,마지막투입,0.0,30.0,1,
7499,SR35904,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,7,Urea-20%,4,200.0,2.5,0,KG,,0.0,40.0,1,
7500,SR68222,A,WO,20000,2021-04-01,CSA521040133,0,PEMA033035307,65,3,소포제(MR-130),0,20.0,0.25,0,KG,,0.0,0.0,1,
7501,SR11002,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,1,사용수,30,7050.0,70.5,0,KG,재활용수800kg,20.0,60.0,1,
7502,SR13801,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7503,SR16600,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,7,RA-300S,1,130.0,1.3,0,KG,,0.0,5.0,1,
7504,SR35211,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,5,PEMA-SRE-200(5,14,450.0,4.5,0,KG,,0.0,5.0,1,
7505,SR35224,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,4,WRE-770,18,1200.0,12.0,0,KG,,0.0,5.0,1,
7506,SR35904,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,6,Urea-20%,4,1150.0,11.5,0,KG,,0.0,30.0,1,
7507,SR68222,A,WO,20000,2021-04-01,CSA521040139,0,PEMA013012600,10,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7508,SR11002,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,1,사용수,30,7320.0,73.2,0,KG,재활용수800kg,40.0,60.0,1,
7509,SR13801,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7510,SR16003,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,9,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
7511,SR16600,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,7,RA-300S,1,150.0,1.5,0,KG,,0.0,5.0,1,
7512,SR35211,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,5,PEMA-SRE-200(5,14,500.0,5.0,0,KG,,0.0,5.0,1,
7513,SR35224,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,4,WRE-770,18,900.0,9.0,0,KG,,0.0,5.0,1,
7514,SR35903,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,8,PCA3000,10,300.0,3.0,0,KG,마지막투입,0.0,25.0,1,
7515,SR35904,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,6,Urea-20%,4,790.0,7.9,0,KG,,0.0,30.0,1,
7516,SR68222,A,WO,20000,2021-04-01,CSA521040141,0,PEMA013048300,8,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7517,PEMA013072100,A,WO,20000,2021-04-01,CSA521040145,0,PEMA023040605,225,5,PEMA-HR1000 태명,0,6020.0,60.2,0,KG,,0.0,0.0,1,
7518,SR11002,A,WO,20000,2021-04-01,CSA521040145,0,PEMA023040605,225,1,사용수,30,2173.0,21.73,0,KG,재활용수800kg,8.0,45.0,1,
7519,SR13801,A,WO,20000,2021-04-01,CSA521040145,0,PEMA023040605,225,2,액상리그닌,3,4.0,0.04,0,KG,,0.0,0.0,1,
7520,SR16600,A,WO,20000,2021-04-01,CSA521040145,0,PEMA023040605,225,4,RA-300S,1,1799.0,17.99,0,KG,,0.0,5.0,1,
7521,SR68222,A,WO,20000,2021-04-01,CSA521040145,0,PEMA023040605,225,3,소포제(MR-130),0,4.0,0.04,0,KG,,0.0,0.0,1,
7522,SR11002,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,1,사용수,30,3217.0,64.34,0,KG,재활용수금지,6.0,45.0,1,
7523,SR13801,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,2,액상리그닌,3,2.5,0.05,0,KG,,0.0,0.0,1,
7524,SR16600,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,7,RA-300S,1,72.0,1.44,0,KG,,0.0,5.0,1,
7525,SR35211,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,5,PEMA-SRE-200(5,14,740.0,14.8,0,KG,,0.0,10.0,1,
7526,SR35225,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,4,WRE-550T,19,740.0,14.8,0,KG,,0.0,15.0,1,
7527,SR35904,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,6,Urea-20%,4,225.0,4.5,0,KG,,0.0,40.0,1,
7528,SR38117,A,WO,20000,2021-04-01,HR1021040108,0,PEMA013125010,8,3,PC소포제,0,3.5,0.07,0,KG,,0.0,0.0,1,
7529,SR11002,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,1,사용수,30,8551.5,57.01,0,KG,재활용수450KG,66.0,60.0,1,
7530,SR13801,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,2,액상리그닌,3,15.0,0.1,0,KG,,0.0,0.0,1,
7531,SR16600,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,9,RA-300S,1,157.5,1.05,0,KG,,0.0,5.0,1,
7532,SR35211,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,7,PEMA-SRE-200(5,14,450.0,3.0,0,KG,,0.0,5.0,1,
7533,SR35224,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,5,WRE-770,18,1500.0,10.0,0,KG,,0.0,5.0,1,
7534,SR35225,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,6,WRE-550T,19,750.0,5.0,0,KG,,0.0,5.0,1,
7535,SR35903,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,10,PCA3000,10,900.0,6.0,0,KG,마지막투입,0.0,25.0,1,
7536,SR35904,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,8,Urea-20%,4,2625.0,17.5,0,KG,,0.0,30.0,1,
7537,SR38117,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,3,PC소포제,0,6.0,0.04,0,KG,,0.0,0.0,1,
7538,SR68222,A,WO,20000,2021-04-01,HR1021040109,0,PEMA243048300,8,4,소포제(MR-130),0,45.0,0.3,0,KG,,0.0,0.0,1,
7539,SR11002,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,1,사용수,30,6152.0,61.52,0,KG,재활용수800kg적용,15.0,60.0,1,
7540,SR13801,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,2,액상리그닌,3,500.0,5.0,0,KG,,0.0,0.0,1,
7541,SR16002,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,40.0,1,
7542,SR16003,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,9,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
7543,SR16600,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,7,RA-300S,1,33.0,0.33,0,KG,,0.0,5.0,1,
7544,SR35224,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,5,WRE-770,18,1200.0,12.0,0,KG,,0.0,20.0,1,
7545,SR35903,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,8,PCA3000,10,450.0,4.5,0,KG,마지막투입,0.0,25.0,1,
7546,SR35904,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,6,Urea-20%,4,1150.0,11.5,0,KG,,0.0,35.0,1,
7547,SR68222,A,WO,20000,2021-04-01,HR1021040110,0,PEMA013013010,75,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7548,SR11002,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,1,사용수,30,5830.0,58.3,0,KG,재활용수800kg적용,20.0,60.0,1,
7549,SR13801,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7550,SR16002,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,40.0,1,
7551,SR16600,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,8,RA-300S,1,50.0,0.5,0,KG,,0.0,5.0,1,
7552,SR35211,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,6,PEMA-SRE-200(5,14,670.0,6.7,0,KG,,0.0,5.0,1,
7553,SR35224,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,5,WRE-770,18,1330.0,13.3,0,KG,,0.0,5.0,1,
7554,SR35904,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,7,Urea-20%,4,1600.0,16.0,0,KG,,0.0,30.0,1,
7555,SR68222,A,WO,20000,2021-04-01,HR1021040111,0,PEMA013032200,120,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7556,SR11002,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,1,사용수,30,5107.5,56.75,0,KG,재활용수720kg적용,18.0,18.0,1,
7557,SR13801,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,2,액상리그닌,3,4.5,0.05,0,KG,,0.0,0.0,1,
7558,SR16002,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,4,글루콘산소다,2,450.0,5.0,0,KG,,0.0,35.0,1,
7559,SR16003,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,10,ACTICIDE-MVK,0,4.5,0.05,0,KG,,0.0,0.0,1,
7560,SR16600,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,8,RA-300S,1,499.5,5.55,0,KG,,0.0,5.0,1,
7561,SR35224,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,5,WRE-770,18,585.0,6.5,0,KG,,0.0,20.0,1,
7562,SR35225,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,6,WRE-550T,19,360.0,4.0,0,KG,,0.0,15.0,1,
7563,SR35903,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,9,PCA3000,10,270.0,3.0,0,KG,마지막 투입해주세요,0.0,30.0,1,
7564,SR35904,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,7,Urea-20%,4,1710.0,19.0,0,KG,,0.0,40.0,1,
7565,SR68222,A,WO,20000,2021-04-01,HR1021040113,0,PEMA023058200,66,3,소포제(MR-130),0,9.0,0.1,0,KG,,0.0,0.0,1,
7566,SR11002,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,1,사용수,30,5970.0,59.7,0,KG,재활용수800kg적용,20.0,60.0,1,
7567,SR13801,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7568,SR16002,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,4,글루콘산소다,2,200.0,2.0,0,KG,,0.0,40.0,1,
7569,SR16600,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,7,RA-300S,1,350.0,3.5,0,KG,,0.0,5.0,1,
7570,SR35224,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,5,WRE-770,18,1210.0,12.1,0,KG,,0.0,5.0,1,
7571,SR35903,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,8,PCA3000,10,150.0,1.5,0,KG,마지막투입,0.0,25.0,1,
7572,SR35904,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,6,Urea-20%,4,2100.0,21.0,0,KG,,0.0,30.0,1,
7573,SR68222,A,WO,20000,2021-04-01,HR1021040114,0,PEMA023111400,31,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7574,SR11002,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,1,사용수,30,7010.0,70.1,0,KG,재활용수800kg,15.0,80.0,1,
7575,SR13801,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
7576,SR16002,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,0.0,1,
7577,SR16003,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,8,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
7578,SR16600,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,6,RA-300S,1,270.0,2.7,0,KG,,0.0,0.0,1,
7579,SR35224,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,5,WRE-770,18,1600.0,16.0,0,KG,,0.0,0.0,1,
7580,SR35903,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,7,PCA3000,10,600.0,6.0,0,KG,마지막투입,0.0,0.0,1,
7581,SR68222,A,WO,20000,2021-04-01,HR1021040115,0,PEMA023123200,10,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7582,SR11002,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,1,사용수,30,5620.0,56.2,0,KG,재활용수800kg,40.0,45.0,1,
7583,SR13801,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7584,SR16003,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,8,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
7585,SR16600,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,6,RA-300S,1,800.0,8.0,0,KG,,0.0,5.0,1,
7586,SR35224,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,4,WRE-770,18,1200.0,12.0,0,KG,,0.0,20.0,1,
7587,SR35903,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,7,PCA3000,10,370.0,3.7,0,KG,마지막투입,0.0,30.0,1,
7588,SR35904,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,5,Urea-20%,4,1970.0,19.7,0,KG,,0.0,40.0,1,
7589,SR68222,A,WO,20000,2021-04-01,HR1021040116,0,PEMA033041500,238,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7590,SR11002,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,1,사용수,30,6730.0,67.3,0,KG,재활용수800kg,15.0,45.0,1,
7591,SR13801,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
7592,SR16002,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,35.0,1,
7593,SR16003,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,8,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
7594,SR16600,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,6,RA-300S,1,110.0,1.1,0,KG,,0.0,5.0,1,
7595,SR35224,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,5,WRE-770,18,2040.0,20.4,0,KG,,0.0,20.0,1,
7596,SR35903,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,7,PCA3000,10,600.0,6.0,0,KG,마지막투입,0.0,30.0,1,
7597,SR68222,A,WO,20000,2021-04-01,HR1021040117,0,PEMA623022500,47,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7598,SR11002,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,1,사용수,30,5945.0,59.45,0,KG,재활용수800KG,20.0,60.0,1,
7599,SR13801,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
7600,SR16002,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,40.0,1,
7601,SR16003,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,10,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
7602,SR16600,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,8,RA-300S,1,135.0,1.35,0,KG,,0.0,5.0,1,
7603,SR35211,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,6,PEMA-SRE-200(5,14,400.0,4.0,0,KG,,0.0,10.0,1,
7604,SR35224,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,5,WRE-770,18,700.0,7.0,0,KG,,0.0,20.0,1,
7605,SR35903,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,9,PCA3000,10,650.0,6.5,0,KG,마지막투입,0.0,30.0,1,
7606,SR35904,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,7,Urea-20%,4,1650.0,16.5,0,KG,,0.0,40.0,1,
7607,SR68222,A,WO,20000,2021-04-01,HR1021040125,0,PEMA013109500,31,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7608,SR11002,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,1,사용수,30,5780.0,57.8,0,KG,재활용수800kg,50.0,60.0,1,
7609,SR13801,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7610,SR16003,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,8,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
7611,SR16600,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,6,RA-300S,1,750.0,7.5,0,KG,,0.0,5.0,1,
7612,SR35224,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,4,WRE-770,18,800.0,8.0,0,KG,,0.0,20.0,1,
7613,SR35903,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,7,PCA3000,10,650.0,6.5,0,KG,마지막투입,0.0,30.0,1,
7614,SR35904,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,5,Urea-20%,4,1970.0,19.7,0,KG,,0.0,40.0,1,
7615,SR68222,A,WO,20000,2021-04-01,HR1021040129,0,PEMA013037300,235,3,소포제(MR-130),0,20.0,0.2,0,KG,,0.0,0.0,1,
7616,SR11002,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,1,사용수,30,3205.0,64.1,0,KG,재활용수400kg,20.0,60.0,1,
7617,SR13801,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,2,액상리그닌,3,5.0,0.1,0,KG,,0.0,0.0,1,
7618,SR16003,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,9,ACTICIDE-MVK,0,10.0,0.2,0,KG,,0.0,0.0,1,
7619,SR16600,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,7,RA-300S,1,75.0,1.5,0,KG,,0.0,5.0,1,
7620,SR35211,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,5,PEMA-SRE-200(5,14,100.0,2.0,0,KG,,0.0,10.0,1,
7621,SR35224,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,4,WRE-770,18,750.0,15.0,0,KG,,0.0,20.0,1,
7622,SR35903,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,8,PCA3000,10,225.0,4.5,0,KG,마지막투입,0.0,30.0,1,
7623,SR35904,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,6,Urea-20%,4,625.0,12.5,0,KG,,0.0,40.0,1,
7624,SR68222,A,WO,20000,2021-04-01,HR1021040130,0,PEMA013037300,234,3,소포제(MR-130),0,5.0,0.1,0,KG,,0.0,0.0,1,
7625,SR11002,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,1,사용수,30,5810.0,58.1,0,KG,재활용수800KG,40.0,45.0,1,
7626,SR13801,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7627,SR16002,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,4,글루콘산소다,2,400.0,4.0,0,KG,,0.0,35.0,1,
7628,SR16003,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,9,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
7629,SR16600,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,7,RA-300S,1,500.0,5.0,0,KG,,0.0,5.0,1,
7630,SR35224,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,5,WRE-770,18,1050.0,10.5,0,KG,,0.0,20.0,1,
7631,SR35903,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,8,PCA3000,10,400.0,4.0,0,KG,마지막 투입해 주세요,0.0,30.0,1,
7632,SR35904,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,6,Urea-20%,4,1800.0,18.0,0,KG,,0.0,40.0,1,
7633,SR68222,A,WO,20000,2021-04-01,HR1021040131,0,PEMA013106100,305,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7634,SR11002,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,1,사용수,30,3878.0,77.56,0,KG,재활용수400KG,10.0,45.0,1,
7635,SR13801,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,2,액상리그닌,3,2.5,0.05,0,KG,,0.0,0.0,1,
7636,SR16002,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,4,글루콘산소다,2,100.0,2.0,0,KG,,0.0,35.0,1,
7637,SR16003,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,9,ACTICIDE-MVK,0,2.5,0.05,0,KG,,0.0,0.0,1,
7638,SR16600,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,8,RA-300S,1,145.0,2.9,0,KG,,0.0,5.0,1,
7639,SR35211,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,7,PEMA-SRE-200(5,14,270.0,5.4,0,KG,,0.0,10.0,1,
7640,SR35218,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,5,WRE-580FX(55%),16,327.0,6.54,0,KG,,0.0,15.0,1,
7641,SR35225,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,6,WRE-550T,19,270.0,5.4,0,KG,,0.0,15.0,1,
7642,SR38117,A,WO,20000,2021-04-01,HR1021040134,0,PEMA013103400,52,3,PC소포제,0,5.0,0.1,0,KG,,0.0,0.0,1,
7643,SR11002,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,1,사용수,30,7325.0,73.25,0,KG,재활용수800kg적용,20.0,45.0,1,
7644,SR13801,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,2,액상리그닌,3,5.0,0.05,0,KG,,0.0,0.0,1,
7645,SR16002,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,4,글루콘산소다,2,500.0,5.0,0,KG,,0.0,35.0,1,
7646,SR16003,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,8,ACTICIDE-MVK,0,5.0,0.05,0,KG,,0.0,0.0,1,
7647,SR16600,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,7,RA-300S,1,270.0,2.7,0,KG,,0.0,5.0,1,
7648,SR35211,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,6,PEMA-SRE-200(5,14,735.0,7.35,0,KG,,0.0,10.0,1,
7649,SR35224,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,5,WRE-770,18,1150.0,11.5,0,KG,,0.0,20.0,1,
7650,SR68222,A,WO,20000,2021-04-01,HR1021040137,0,PEMA093001100,125,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
7651,SR11002,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,1,사용수,30,7180.0,71.8,0,KG,재활용수800KG,40.0,60.0,1,
7652,SR13801,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,2,액상리그닌,3,10.0,0.1,0,KG,,0.0,0.0,1,
7653,SR16003,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,8,ACTICIDE-MVK,0,20.0,0.2,0,KG,,0.0,0.0,1,
7654,SR16600,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,6,RA-300S,1,280.0,2.8,0,KG,,0.0,5.0,1,
7655,SR35224,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,4,WRE-770,18,1100.0,11.0,0,KG,,0.0,5.0,1,
7656,SR35225,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,5,WRE-550T,19,900.0,9.0,0,KG,,0.0,5.0,1,
7657,SR35903,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,7,PCA3000,10,500.0,5.0,0,KG,마지막투입,0.0,25.0,1,
7658,SR68222,A,WO,20000,2021-04-01,HR1021040138,0,PEMA013010900,11,3,소포제(MR-130),0,10.0,0.1,0,KG,,0.0,0.0,1,
