,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명
4632,2001200,PEMA003039101,10000,2563,25630000,2020-08-18,2020-08-21,CSA5000
4633,2003100,PEMA003039101,10000,1161,11610000,2020-08-26,2020-09-01,CSA5000
4645,2003300,PEMA023105210,15000,1163,17445000,2020-06-26,2020-07-01,CSA5000
4646,2003300,PEMA023105210,15000,1163,17445000,2020-08-26,2020-09-01,CSA5000
4657,2007700,PEMA043080115,8000,2134,17072000,2020-06-01,2020-06-04,PEMA-SR2000
4658,2007100,PEMA043080115,6000,2711,16266000,2020-06-21,2020-06-24,PEMA-SR2000
4659,2003400,PEMA043080115,6000,1164,6984000,2020-06-26,2020-07-01,PEMA-SR2000
4660,2005700,PEMA043080115,6000,1827,10962000,2020-07-23,2020-07-26,PEMA-SR2000
4661,2007700,PEMA043080115,8000,2134,17072000,2020-08-01,2020-08-04,PEMA-SR2000
4662,2007100,PEMA043080115,6000,2711,16266000,2020-08-21,2020-08-24,PEMA-SR2000
4663,2003400,PEMA043080115,6000,1164,6984000,2020-08-26,2020-09-01,PEMA-SR2000
4678,2003500,PEMA083017000,14000,1165,16310000,2020-06-26,2020-07-01,CSA5000
4679,2003900,PEMA083017000,13000,2021,26273000,2020-07-30,2020-08-02,CSA5000
4680,2003500,PEMA083017000,14000,1165,16310000,2020-08-26,2020-09-01,CSA5000
4687,2003600,PEMA023024802,10000,1166,11660000,2020-06-26,2020-07-01,PEMA-HR1000
4688,2003600,PEMA023024802,10000,1166,11660000,2020-08-26,2020-09-01,PEMA-HR1000
4699,2003900,PEMA013047000,10000,1169,11690000,2020-06-26,2020-07-01,PEMA-HR1000
4700,2001600,PEMA013047000,10000,1857,18570000,2020-07-24,2020-07-27,PEMA-HR1000
4702,2003900,PEMA013047000,10000,1169,11690000,2020-08-26,2020-09-01,PEMA-HR1000
4714,2004000,PEMA013004500,10000,1170,11700000,2020-06-26,2020-07-01,PEMA-HR1000
4715,2003900,PEMA013004500,10000,1808,18080000,2020-07-23,2020-07-26,PEMA-HR1000
4716,2004000,PEMA013004500,10000,1170,11700000,2020-08-26,2020-09-01,PEMA-HR1000
4731,2002100,PEMA013032302,7000,2358,16506000,2020-06-11,2020-06-14,PEMA-HR1000
4732,2004100,PEMA013032302,7000,1171,8197000,2020-06-26,2020-07-01,PEMA-HR1000
4733,2005700,PEMA013032302,7000,1401,9807000,2020-07-09,2020-07-12,PEMA-HR1000
4735,2002100,PEMA013032302,7000,2358,16506000,2020-08-11,2020-08-14,PEMA-HR1000
4736,2004100,PEMA013032302,7000,1171,8197000,2020-08-26,2020-09-01,PEMA-HR1000
4747,2004200,PEMA043031600,8000,1173,9384000,2020-06-26,2020-07-01,PEMA-PCM2000
4748,2004200,PEMA043031600,8000,1173,9384000,2020-08-26,2020-09-01,PEMA-PCM2000
4753,2004300,PCA031024602,39600,1174,46490400,2020-06-26,2020-07-01,SRE-110
4754,2004300,PCA031024602,39600,1174,46490400,2020-08-26,2020-09-01,SRE-110
4790,2004400,PEMA023045801,3000,1175,3525000,2020-06-26,2020-07-01,PEMA-PR2000
4791,2004500,PEMA023045801,22000,1176,25872000,2020-06-26,2020-07-01,PEMA-PR2000
4792,2004400,PEMA023045801,3000,1459,4377000,2020-07-09,2020-07-12,PEMA-PR2000
4793,2004500,PEMA023045801,22000,1460,32120000,2020-07-09,2020-07-12,PEMA-PR2000
4794,2002300,PEMA023045801,12500,1721,21512500,2020-07-19,2020-07-22,PEMA-PR2000
4795,2002400,PEMA023045801,12500,1722,21525000,2020-07-19,2020-07-22,PEMA-PR2000
4796,2003000,PEMA023045801,15000,2083,31245000,2020-07-31,2020-08-03,PEMA-PR2000
4797,2003100,PEMA023045801,10000,2084,20840000,2020-07-31,2020-08-03,PEMA-PR2000
4800,2004500,PEMA023045801,17000,2667,45339000,2020-08-20,2020-08-23,PEMA-PR2000
4801,2004600,PEMA023045801,8000,2668,21344000,2020-08-20,2020-08-23,PEMA-PR2000
4802,2004400,PEMA023045801,3000,1175,3525000,2020-08-26,2020-09-01,PEMA-PR2000
4803,2004500,PEMA023045801,22000,1176,25872000,2020-08-26,2020-09-01,PEMA-PR2000
4848,2003000,PEMA023901510,10000,2154,21540000,2020-06-02,2020-06-05,PEMA-PR2000
4849,2005700,PEMA023901510,10000,2395,23950000,2020-06-11,2020-06-14,PEMA-PR2000
4850,2007400,PEMA023901510,10000,2628,26280000,2020-06-19,2020-06-22,PEMA-PR2000
4851,2004600,PEMA023901510,10000,1177,11770000,2020-06-26,2020-07-01,PEMA-PR2000
4852,2006900,PEMA023901510,10000,1345,13450000,2020-07-07,2020-07-10,PEMA-PR2000
4854,2002500,PEMA023901510,10000,1723,17230000,2020-07-19,2020-07-22,PEMA-PR2000
4855,2004500,PEMA023901510,10000,1957,19570000,2020-07-28,2020-07-31,PEMA-PR2000
4856,2003000,PEMA023901510,10000,2154,21540000,2020-08-02,2020-08-05,PEMA-PR2000
4857,2005700,PEMA023901510,10000,2395,23950000,2020-08-11,2020-08-14,PEMA-PR2000
4858,2007400,PEMA023901510,10000,2628,26280000,2020-08-19,2020-08-22,PEMA-PR2000
4859,2004600,PEMA023901510,10000,1177,11770000,2020-08-26,2020-09-01,PEMA-PR2000
4879,2004700,TSN4012039105,10000,1178,11780000,2020-06-26,2020-07-01,PEMA-SN400
4880,2004700,TSN4012039105,10000,1178,11780000,2020-08-26,2020-09-01,PEMA-SN400
4903,2003200,PEMA033049301,5000,2227,11135000,2020-06-05,2020-06-08,PEMA-SR2000
4905,2004800,PEMA033049301,5000,1179,5895000,2020-06-26,2020-07-01,PEMA-SR2000
4906,2004700,PEMA033049301,5000,1462,7310000,2020-07-09,2020-07-12,PEMA-SR2000
4909,2007500,PEMA033049301,5000,1919,9595000,2020-07-25,2020-07-28,PEMA-SR2000
4910,2006200,PEMA033049301,5000,2045,10225000,2020-07-30,2020-08-02,PEMA-SR2000
4911,2003200,PEMA033049301,5000,2227,11135000,2020-08-05,2020-08-08,PEMA-SR2000
4912,2005100,PEMA033049301,5000,2673,13365000,2020-08-20,2020-08-23,PEMA-SR2000
4913,2004800,PEMA033049301,5000,1179,5895000,2020-08-26,2020-09-01,PEMA-SR2000
4938,2004901,PEMA03087900,6000,1180,7080000,2020-06-26,2020-07-01,PEMA-SR2000
4940,2005000,PEMA03087900,6000,2672,16032000,2020-08-20,2020-08-23,PEMA-SR2000
4941,2004901,PEMA03087900,6000,1180,7080000,2020-08-26,2020-09-01,PEMA-SR2000
4963,2006600,PEMA063023200,5000,2333,11665000,2020-06-08,2020-06-11,PEMA-SR2000A
4964,2005000,PEMA063023200,5000,1181,5905000,2020-06-26,2020-07-01,PEMA-SR2000A
4965,2005000,PEMA063023200,5000,1465,7325000,2020-07-10,2020-07-13,PEMA-SR2000A
4966,2004300,PEMA063023200,5000,1671,8355000,2020-07-17,2020-07-20,PEMA-SR2000A
4967,2002700,PEMA063023200,5000,2009,10045000,2020-07-29,2020-08-01,PEMA-SR2000A
4968,2006600,PEMA063023200,5000,2333,11665000,2020-08-08,2020-08-11,PEMA-SR2000A
4969,2005000,PEMA063023200,5000,1181,5905000,2020-08-26,2020-09-01,PEMA-SR2000A
4982,2005100,PEMA053103800,7000,1182,8274000,2020-06-26,2020-07-01,PEMA-SR2000A
4983,2005100,PEMA053103800,7000,1182,8274000,2020-08-26,2020-09-01,PEMA-SR2000A
4988,2005200,PEMA533022500,5000,1183,5915000,2020-06-26,2020-07-01,PEMA-SR3000F
4989,2005200,PEMA533022500,5000,1183,5915000,2020-08-26,2020-09-01,PEMA-SR3000F
5002,2006100,PEMA023035303,5000,2399,11995000,2020-06-12,2020-06-15,PEMA-SR3000F
5003,2005300,PEMA023035303,5000,1184,5920000,2020-06-26,2020-07-01,PEMA-SR3000F
5004,2007600,PEMA023035303,6000,1423,8538000,2020-07-09,2020-07-12,PEMA-SR3000F
5005,2003000,PEMA023035303,6000,2012,12072000,2020-07-29,2020-08-01,PEMA-SR3000F
5006,2006100,PEMA023035303,5000,2399,11995000,2020-08-12,2020-08-15,PEMA-SR3000F
5007,2005300,PEMA023035303,5000,1184,5920000,2020-08-26,2020-09-01,PEMA-SR3000F
5024,2003700,SSA013048200,6000,2232,13392000,2020-06-06,2020-06-09,AE
5025,2005400,SSA013048200,6000,1185,7110000,2020-06-28,2020-07-03,AE
5026,2007500,SSA013048200,6000,1635,9810000,2020-07-17,2020-07-20,AE
5027,2003700,SSA013048200,6000,2232,13392000,2020-08-06,2020-08-09,AE
5028,2005400,SSA013048200,6000,1185,7110000,2020-08-28,2020-09-03,AE
5037,2005500,PEMA023092200,10000,1186,11860000,2020-06-28,2020-07-03,PEMA-HR1500
5038,2005500,PEMA023092200,10000,1186,11860000,2020-08-28,2020-09-03,PEMA-HR1500
5052,2002600,PEMA013049402,20000,2221,44420000,2020-06-05,2020-06-08,PEMA-PR1000
5053,2003500,PEMA013049402,20000,2585,51700000,2020-06-18,2020-06-21,PEMA-PR1000
5054,2005600,PEMA013049402,20000,1187,23740000,2020-06-28,2020-07-03,PEMA-PR1000
5055,2004200,PEMA013049402,10000,1457,14570000,2020-07-10,2020-07-13,PEMA-PR1000
5056,2004300,PEMA013049402,10000,1458,14580000,2020-07-10,2020-07-13,PEMA-PR1000
5057,2002600,PEMA013049402,20000,2221,44420000,2020-08-05,2020-08-08,PEMA-PR1000
5058,2003500,PEMA013049402,20000,2585,51700000,2020-08-18,2020-08-21,PEMA-PR1000
5059,2005600,PEMA013049402,20000,1187,23740000,2020-08-28,2020-09-03,PEMA-PR1000
5095,2004000,SSA013035303,4000,2306,9224000,2020-06-08,2020-06-11,AE
5096,2001600,SSA013035303,3000,2496,7488000,2020-06-15,2020-06-18,AE
5097,2004104,SSA013035303,3000,2592,7776000,2020-06-19,2020-06-22,AE
5098,2005800,SSA013035303,4000,1189,4756000,2020-07-01,2020-07-04,AE
5099,2007400,SSA013035303,3000,1350,4050000,2020-07-08,2020-07-11,AE
5100,2004500,SSA013035303,2000,1389,2778000,2020-07-09,2020-07-12,AE
5102,2005900,SSA013035303,2000,1758,3516000,2020-07-22,2020-07-25,AE
5103,2005900,SSA013035303,2000,1971,3942000,2020-07-29,2020-08-01,AE
5104,2006600,SSA013035303,2000,2049,4098000,2020-07-31,2020-08-03,AE
5105,2004000,SSA013035303,4000,2306,9224000,2020-08-08,2020-08-11,AE
5106,2001600,SSA013035303,3000,2496,7488000,2020-08-15,2020-08-18,AE
5107,2004104,SSA013035303,3000,2592,7776000,2020-08-19,2020-08-22,AE
5133,2005900,PEMA073072100,10000,1190,11900000,2020-07-01,2020-07-04,CSA4000
5214,2001500,PEMA033035303,12000,2140,25680000,2020-06-01,2020-06-04,CSA5000
5215,2003600,PEMA033035303,5000,2160,10800000,2020-06-04,2020-06-07,CSA5000
5216,2007200,PEMA033035303,10000,2200,22000000,2020-06-05,2020-06-08,CSA5000
5217,2004104,PEMA033035303,8000,2237,17896000,2020-06-06,2020-06-09,CSA5000
5219,2004700,PEMA033035303,10000,2314,23140000,2020-06-08,2020-06-11,CSA5000
5220,2006606,PEMA033035303,11000,2405,26455000,2020-06-13,2020-06-16,CSA5000
5221,2004104,PEMA033035303,7000,2450,17150000,2020-06-14,2020-06-17,CSA5000
5222,2002200,PEMA033035303,11000,2501,27511000,2020-06-15,2020-06-18,CSA5000
5223,2001300,PEMA033035303,7000,2564,17948000,2020-06-18,2020-06-21,CSA5000
5224,2004700,PEMA033035303,8000,2598,20784000,2020-06-19,2020-06-22,CSA5000
5226,2006400,PEMA033035303,11000,2686,29546000,2020-06-21,2020-06-24,CSA5000
5227,2006100,PEMA033035303,12000,1192,14304000,2020-07-01,2020-07-04,CSA5000
5230,2003500,PEMA033035303,8000,1307,10456000,2020-07-05,2020-07-08,CSA5000
5231,2001102,PEMA033035303,5000,1355,6775000,2020-07-08,2020-07-11,CSA5000
5232,2001500,PEMA033035303,10000,1359,13590000,2020-07-08,2020-07-11,CSA5000
5233,2002100,PEMA033035303,10000,1435,14350000,2020-07-10,2020-07-13,CSA5000
5235,2007000,PEMA033035303,10000,1559,15590000,2020-07-15,2020-07-18,CSA5000
5236,2001200,PEMA033035303,13000,1640,21320000,2020-07-17,2020-07-20,CSA5000
5238,2003200,PEMA033035303,8000,1730,13840000,2020-07-21,2020-07-24,CSA5000
5239,2006500,PEMA033035303,9000,1764,15876000,2020-07-22,2020-07-25,CSA5000
5240,2003500,PEMA033035303,9000,1804,16236000,2020-07-23,2020-07-26,CSA5000
5241,2007302,PEMA033035303,7000,1846,12922000,2020-07-24,2020-07-27,CSA5000
5242,2005200,PEMA033035303,5000,1893,9465000,2020-07-25,2020-07-28,CSA5000
5243,2006606,PEMA033035303,5000,1979,9895000,2020-07-29,2020-08-01,CSA5000
5244,2004100,PEMA033035303,9000,2023,18207000,2020-07-30,2020-08-02,CSA5000
5245,2007000,PEMA033035303,8000,2056,16448000,2020-07-31,2020-08-03,CSA5000
5246,2001500,PEMA033035303,12000,2140,25680000,2020-08-01,2020-08-04,CSA5000
5247,2003600,PEMA033035303,5000,2160,10800000,2020-08-04,2020-08-07,CSA5000
5248,2007200,PEMA033035303,10000,2200,22000000,2020-08-05,2020-08-08,CSA5000
5249,2004104,PEMA033035303,8000,2237,17896000,2020-08-06,2020-08-09,CSA5000
5251,2004700,PEMA033035303,10000,2314,23140000,2020-08-08,2020-08-11,CSA5000
5252,2006606,PEMA033035303,11000,2405,26455000,2020-08-13,2020-08-16,CSA5000
5253,2004104,PEMA033035303,7000,2450,17150000,2020-08-14,2020-08-17,CSA5000
5254,2002200,PEMA033035303,11000,2501,27511000,2020-08-15,2020-08-18,CSA5000
5255,2001300,PEMA033035303,7000,2564,17948000,2020-08-18,2020-08-21,CSA5000
5256,2004700,PEMA033035303,8000,2598,20784000,2020-08-19,2020-08-22,CSA5000
5257,2002500,PEMA033035303,13000,2646,34398000,2020-08-20,2020-08-23,CSA5000
5258,2006400,PEMA033035303,11000,2686,29546000,2020-08-21,2020-08-24,CSA5000
5338,2004104,PEMA033120700,10000,2166,21660000,2020-06-04,2020-06-07,CSA5000
5339,2006200,PEMA033120700,10000,1193,11930000,2020-07-01,2020-07-04,CSA5000
5340,2004901,PEMA033120700,10000,1393,13930000,2020-07-09,2020-07-12,CSA5000
5341,2004104,PEMA033120700,10000,2166,21660000,2020-08-04,2020-08-07,CSA5000
5354,2006300,PEMA073022500,10000,1194,11940000,2020-07-01,2020-07-04,CSA5000
5355,2007400,PEMA073022500,10000,1847,18470000,2020-07-24,2020-07-27,CSA5000
5363,2006500,PEMA013058606,7000,1196,8372000,2020-07-01,2020-07-04,PEMA-HR1000
5374,2005100,PEMA023111400,10000,2105,21050000,2020-06-01,2020-06-04,PEMA-HR1000
5375,2006606,PEMA023111400,10000,1198,11980000,2020-07-01,2020-07-04,PEMA-HR1000
5376,2002600,PEMA023111400,10000,1440,14400000,2020-07-10,2020-07-13,PEMA-HR1000
5377,2005100,PEMA023111400,10000,2105,21050000,2020-08-01,2020-08-04,PEMA-HR1000
5409,2003600,PEMA043041502,7000,2515,17605000,2020-06-15,2020-06-18,PEMA-HR1000
5410,2006609,PEMA043041502,10000,1199,11990000,2020-07-01,2020-07-04,PEMA-HR1000
5411,2003000,PEMA043041502,9000,1373,12357000,2020-07-08,2020-07-11,PEMA-HR1000
5413,2003200,PEMA043041502,6000,1659,9954000,2020-07-17,2020-07-20,PEMA-HR1000
5414,2007800,PEMA043041502,7000,1780,12460000,2020-07-22,2020-07-25,PEMA-HR1000
5415,2006606,PEMA043041502,8000,1908,15264000,2020-07-25,2020-07-28,PEMA-HR1000
5416,2002000,PEMA043041502,7000,2073,14511000,2020-07-31,2020-08-03,PEMA-HR1000
5418,2003600,PEMA043041502,7000,2515,17605000,2020-08-15,2020-08-18,PEMA-HR1000
5472,2006200,PEMA023024801,8000,2116,16928000,2020-06-01,2020-06-04,PEMA-HR1000
5473,2007400,PEMA023024801,8000,2202,17616000,2020-06-04,2020-06-07,PEMA-HR1000
5475,2004500,PEMA023024801,8000,2383,19064000,2020-06-12,2020-06-15,PEMA-HR1000
5476,2005800,PEMA023024801,8000,2467,19736000,2020-06-14,2020-06-17,PEMA-HR1000
5477,2007000,PEMA023024801,8000,1204,9632000,2020-07-01,2020-07-04,PEMA-HR1000
5478,2006400,PEMA023024801,8000,1337,10696000,2020-07-07,2020-07-10,PEMA-HR1000
5479,2005300,PEMA023024801,10000,1610,16100000,2020-07-16,2020-07-19,PEMA-HR1000
5480,2003000,PEMA023024801,8000,1657,13256000,2020-07-17,2020-07-20,PEMA-HR1000
5481,2004104,PEMA023024801,8000,1740,13920000,2020-07-21,2020-07-24,PEMA-HR1000
5482,2002300,PEMA023024801,5000,1863,9315000,2020-07-24,2020-07-27,PEMA-HR1000
5483,2002400,PEMA023024801,5000,1864,9320000,2020-07-24,2020-07-27,PEMA-HR1000
5484,2004000,PEMA023024801,8000,1951,15608000,2020-07-28,2020-07-31,PEMA-HR1000
5485,2006200,PEMA023024801,8000,2116,16928000,2020-08-01,2020-08-04,PEMA-HR1000
5486,2007400,PEMA023024801,8000,2202,17616000,2020-08-04,2020-08-07,PEMA-HR1000
5488,2004500,PEMA023024801,8000,2383,19064000,2020-08-12,2020-08-15,PEMA-HR1000
5489,2005800,PEMA023024801,8000,2467,19736000,2020-08-14,2020-08-17,PEMA-HR1000
5524,2007100,PEMA023033600,10000,1205,12050000,2020-07-01,2020-07-04,PEMA-HR1000
5533,2007200,PEMA023074700,10000,1206,12060000,2020-07-01,2020-07-04,PEMA-HR1000
5542,2007500,PEMA013066700,10000,1209,12090000,2020-07-01,2020-07-04,PEMA-HR1000
5543,2003800,PEMA013066700,10000,1949,19490000,2020-07-28,2020-07-31,PEMA-HR1000
5564,2006300,PEMA063009000,5000,2188,10940000,2020-06-04,2020-06-07,PEMA-SR2000
5565,2006612,PEMA063009000,3570,2265,8086050,2020-06-06,2020-06-09,PEMA-SR2000
5566,2001200,PEMA063009000,5000,1214,6070000,2020-07-01,2020-07-04,PEMA-SR2000
5567,2006700,PEMA063009000,5000,1627,8135000,2020-07-16,2020-07-19,PEMA-SR2000
5568,2002200,PEMA063009000,5000,1791,8955000,2020-07-22,2020-07-25,PEMA-SR2000
5569,2006300,PEMA063009000,5000,2046,10230000,2020-07-30,2020-08-02,PEMA-SR2000
5570,2006300,PEMA063009000,5000,2188,10940000,2020-08-04,2020-08-07,PEMA-SR2000
5571,2006612,PEMA063009000,3570,2265,8086050,2020-08-06,2020-08-09,PEMA-SR2000
5590,2001400,PEMA063031400,5000,1216,6080000,2020-07-01,2020-07-04,PEMA-SR3000F
5591,2003200,PEMA063031400,6000,2014,12084000,2020-07-29,2020-08-01,PEMA-SR3000F
5601,2004100,PEMA013021700,10000,2449,24490000,2020-06-14,2020-06-17,CSA5000
5602,2001500,PEMA013021700,10000,1217,12170000,2020-07-02,2020-07-05,CSA5000
5603,2004100,PEMA013021700,10000,2449,24490000,2020-08-14,2020-08-17,CSA5000
5621,2001800,PEMA013128700,10000,1220,12200000,2020-07-02,2020-07-05,CSA5000
5622,2001700,PEMA013128700,10000,1432,14320000,2020-07-10,2020-07-13,CSA5000
5623,2006800,PEMA013128700,10000,1841,18410000,2020-07-24,2020-07-27,CSA5000
5640,2006100,PEMA023106900,10000,2683,26830000,2020-06-21,2020-06-24,CSA5000
5641,2002000,PEMA023106900,10000,1221,12210000,2020-07-02,2020-07-05,CSA5000
5642,2005800,PEMA023106900,10000,1473,14730000,2020-07-10,2020-07-13,CSA5000
5643,2006100,PEMA023106900,10000,2683,26830000,2020-08-21,2020-08-24,CSA5000
5660,2004700,PEMA013049303,7000,2456,17192000,2020-06-14,2020-06-17,PEMA-HR1000
5661,2006200,PEMA013049303,7000,2613,18291000,2020-06-19,2020-06-22,PEMA-HR1000
5662,2002300,PEMA013049303,7000,1224,8568000,2020-07-02,2020-07-05,PEMA-HR1000
5663,2002700,PEMA013049303,7000,1867,13069000,2020-07-24,2020-07-27,PEMA-HR1000
5664,2004700,PEMA013049303,7000,2456,17192000,2020-08-14,2020-08-17,PEMA-HR1000
5665,2006200,PEMA013049303,7000,2613,18291000,2020-08-19,2020-08-22,PEMA-HR1000
5682,2002400,PEMA013078800,6000,1225,7350000,2020-07-02,2020-07-05,PEMA-HR1000
5683,2001500,PEMA013078800,6000,1714,10284000,2020-07-19,2020-07-22,PEMA-HR1000
5696,2004300,PEMA013023013,5000,2239,11195000,2020-06-06,2020-06-09,PEMA-HR1000
5697,2002500,PEMA013023013,5000,1226,6130000,2020-07-02,2020-07-05,PEMA-HR1000
5699,2004300,PEMA013023013,5000,2239,11195000,2020-08-06,2020-08-09,PEMA-HR1000
5715,2004901,PEMA013032200,10000,2103,21030000,2020-06-01,2020-06-04,PEMA-HR1000
5716,2005200,PEMA013032200,10000,2603,26030000,2020-06-19,2020-06-22,PEMA-HR1000
5717,2002600,PEMA013032200,10000,1227,12270000,2020-07-02,2020-07-05,PEMA-HR1000
5718,2002700,PEMA013032200,10000,1654,16540000,2020-07-17,2020-07-20,PEMA-HR1000
5719,2004901,PEMA013032200,10000,2103,21030000,2020-08-01,2020-08-04,PEMA-HR1000
5720,2005200,PEMA013032200,10000,2603,26030000,2020-08-19,2020-08-22,PEMA-HR1000
5739,2005000,PEMA013121600,10000,2175,21750000,2020-06-04,2020-06-07,PEMA-HR1000
5740,2005800,PEMA013121600,10000,2609,26090000,2020-06-19,2020-06-22,PEMA-HR1000
5741,2002700,PEMA013121600,10000,1228,12280000,2020-07-02,2020-07-05,PEMA-HR1000
5743,2005000,PEMA013121600,10000,2175,21750000,2020-08-04,2020-08-07,PEMA-HR1000
5744,2005800,PEMA013121600,10000,2609,26090000,2020-08-19,2020-08-22,PEMA-HR1000
5760,2002800,PEMA023058605,8000,1229,9832000,2020-07-02,2020-07-05,PEMA-HR1000
5769,2003000,PEMA033078012,10000,1231,12310000,2020-07-02,2020-07-05,PEMA-HR1000
5779,2006200,PEMA053114500,4000,2258,9032000,2020-06-06,2020-06-09,PEMA-PCM2000
5780,2006300,PEMA053114500,6000,2259,13554000,2020-06-06,2020-06-09,PEMA-PCM2000
5781,2003200,PEMA053114500,7000,1233,8631000,2020-07-02,2020-07-05,PEMA-PCM2000
5782,2006200,PEMA053114500,4000,2258,9032000,2020-08-06,2020-08-09,PEMA-PCM2000
5783,2006300,PEMA053114500,6000,2259,13554000,2020-08-06,2020-08-09,PEMA-PCM2000
5808,2007100,PEMA013129800,22000,2128,46816000,2020-06-01,2020-06-04,PEMA-PR1000
5809,2007200,PEMA013129800,3000,2129,6387000,2020-06-01,2020-06-04,PEMA-PR1000
5810,2007200,PEMA013129800,12500,2555,31937500,2020-06-15,2020-06-18,PEMA-PR1000
5811,2007302,PEMA013129800,12500,2556,31950000,2020-06-15,2020-06-18,PEMA-PR1000
5812,2003500,PEMA013129800,3000,1236,3708000,2020-07-02,2020-07-05,PEMA-PR1000
5813,2003600,PEMA013129800,22000,1237,27214000,2020-07-02,2020-07-05,PEMA-PR1000
5814,2003900,PEMA013129800,15000,1666,24990000,2020-07-17,2020-07-20,PEMA-PR1000
5815,2004000,PEMA013129800,10000,1667,16670000,2020-07-17,2020-07-20,PEMA-PR1000
5816,2007100,PEMA013129800,22000,2128,46816000,2020-08-01,2020-08-04,PEMA-PR1000
5817,2007200,PEMA013129800,3000,2129,6387000,2020-08-01,2020-08-04,PEMA-PR1000
5818,2007200,PEMA013129800,12500,2555,31937500,2020-08-15,2020-08-18,PEMA-PR1000
5819,2007302,PEMA013129800,12500,2556,31950000,2020-08-15,2020-08-18,PEMA-PR1000
5863,2007100,PEMA023024804,10000,2483,24830000,2020-06-14,2020-06-17,PEMA-PR2000
5864,2007302,PEMA023024804,10000,2627,26270000,2020-06-19,2020-06-22,PEMA-PR2000
5865,2004400,PEMA023024804,10000,2666,26660000,2020-06-19,2020-06-22,PEMA-PR2000
5866,2003700,PEMA023024804,10000,1238,12380000,2020-07-02,2020-07-05,PEMA-PR2000
5867,2004104,PEMA023024804,10000,1314,13140000,2020-07-05,2020-07-08,PEMA-PR2000
5868,2003800,PEMA023024804,10000,1381,13810000,2020-07-08,2020-07-11,PEMA-PR2000
5869,2005900,PEMA023024804,10000,1545,15450000,2020-07-14,2020-07-17,PEMA-PR2000
5870,2005500,PEMA023024804,10000,1825,18250000,2020-07-23,2020-07-26,PEMA-PR2000
5871,2002400,PEMA023024804,10000,2006,20060000,2020-07-29,2020-08-01,PEMA-PR2000
5872,2002900,PEMA023024804,10000,2082,20820000,2020-07-31,2020-08-03,PEMA-PR2000
5873,2007100,PEMA023024804,10000,2483,24830000,2020-08-14,2020-08-17,PEMA-PR2000
5874,2007302,PEMA023024804,10000,2627,26270000,2020-08-19,2020-08-22,PEMA-PR2000
5875,2004400,PEMA023024804,10000,2666,26660000,2020-08-19,2020-08-22,PEMA-PR2000
5907,2002800,PEMA373048200,10000,2436,24360000,2020-06-13,2020-06-16,PEMA-SR2000
5908,2004000,PEMA373048200,10000,1241,12410000,2020-07-02,2020-07-05,PEMA-SR2000
5909,2003500,PEMA373048200,10000,2088,20880000,2020-07-31,2020-08-03,PEMA-SR2000
5910,2002800,PEMA373048200,10000,2436,24360000,2020-08-13,2020-08-16,PEMA-SR2000
5924,2006606,PEMA053021700,10000,2192,21920000,2020-06-04,2020-06-07,PEMA-SR3000F
5925,2003700,PEMA053021700,10000,2587,25870000,2020-06-18,2020-06-21,PEMA-SR3000F
5926,2004100,PEMA053021700,10000,1242,12420000,2020-07-02,2020-07-05,PEMA-SR3000F
5927,2006606,PEMA053021700,10000,2192,21920000,2020-08-04,2020-08-07,PEMA-SR3000F
5928,2003700,PEMA053021700,10000,2587,25870000,2020-08-18,2020-08-21,PEMA-SR3000F
5941,2006609,PEMA023080100,6000,2335,14010000,2020-06-08,2020-06-11,PEMA-SR3000F
5942,2004104,PEMA023080100,6000,1243,7458000,2020-07-02,2020-07-05,PEMA-SR3000F
5943,2006609,PEMA023080100,6000,2335,14010000,2020-08-08,2020-08-11,PEMA-SR3000F
5956,2001200,PEMA013118900,15000,2492,37380000,2020-06-14,2020-06-17,PEMA-580FX
5958,2006500,PEMA013118900,15000,1835,27525000,2020-07-24,2020-07-27,PEMA-580FX
5959,2001200,PEMA013118900,15000,2492,37380000,2020-08-14,2020-08-17,PEMA-580FX
5979,2003600,PEMA013107101,10000,2231,22310000,2020-06-06,2020-06-09,PEMA-580FX
5982,2006606,PEMA013107101,10000,1553,15530000,2020-07-15,2020-07-18,PEMA-580FX
5983,2002600,PEMA013107101,15000,1937,29055000,2020-07-28,2020-07-31,PEMA-580FX
5984,2003600,PEMA013107101,10000,2231,22310000,2020-08-06,2020-08-09,PEMA-580FX
5985,2001600,PEMA013107101,10000,2638,26380000,2020-08-20,2020-08-23,PEMA-580FX
6012,2003800,PEMA063069401,10000,2446,24460000,2020-06-13,2020-06-16,CSA5000
6013,2005000,PEMA063069401,10000,2601,26010000,2020-06-19,2020-06-22,CSA5000
6015,2006100,PEMA063069401,10000,1760,17600000,2020-07-21,2020-07-24,CSA5000
6016,2003800,PEMA063069401,10000,2020,20200000,2020-07-30,2020-08-02,CSA5000
6018,2003800,PEMA063069401,10000,2446,24460000,2020-08-13,2020-08-16,CSA5000
6019,2005000,PEMA063069401,10000,2601,26010000,2020-08-19,2020-08-22,CSA5000
6051,2007000,PEMA023007400,10000,2198,21980000,2020-06-05,2020-06-08,CSA5000
6052,2004400,PEMA023007400,10000,2453,24530000,2020-06-14,2020-06-17,CSA5000
6055,2001800,PEMA023007400,10000,1504,15040000,2020-07-12,2020-07-15,CSA5000
6056,2004800,PEMA023007400,10000,1676,16760000,2020-07-17,2020-07-20,CSA5000
